0	0	2481
1	0	2463
2	0	2521
3	0	2475
4	0	2470
5	0	2574
6	0	2521
7	0	2374
8	0.36	2307
9	0.4	2323
10	0.92	2147
11	0.48	2304
12	0	2601
13	0	2681
14	0	3038
15	0	2749
16	0	4366
17	0	2627
18	0	2457
19	0	2640
20	0	2561
21	0	2546
22	0	2498
23	0	2537
24	0	2545
25	0.04	2499
26	0.08	2499
27	0.12	1985
28	0.16	1874
29	0.2	2374
30	0.24	2383
31	0	2707
32	0	2530
33	0	3940
34	0	15821
35	0	6916
36	0	6703
37	0	4316
38	0	2565
39	0	2524
40	0	2502
41	0	2497
42	0	2373
43	0.76	2107
44	0.8	1794
45	0.84	1555
46	0.88	1382
47	0.92	1450
48	0.96	1923
49	0	2485
50	0	2510
51	0	2547
52	0	3635
53	0	2727
54	0	2529
55	0	2519
56	0	2445
57	0	2447
58	0	2470
59	0.4	2414
60	0.44	2152
61	0.48	1721
62	0.52	1500
63	0.56	1361
64	0.6	1206
65	0.64	1280
66	0.68	1678
67	0	2413
68	0	2689
69	0	5392
70	0	3774
71	0	2728
72	0	2460
73	0	2478
74	0	2472
75	0	2355
76	0	2230
77	0.12	2035
78	0.16	1685
79	0.2	1396
80	0.24	1177
81	0.28	1094
82	0.32	1124
83	0.36	1247
84	0.4	1534
85	0.44	2046
86	0	2408
87	0	3454
88	0	4156
89	0	2588
90	0	2381
91	0	2397
92	0	2298
93	0.76	2217
94	0.8	1989
95	0.84	1670
96	0.88	1380
97	0.92	1165
98	0.96	1067
99	1	1072
100	0.04	1160
101	0.08	1351
102	0.12	1610
103	0.16	2024
104	0	2390
105	0	3085
106	0	3940
107	0	2562
108	0	2395
109	0.4	2379
110	0	2243
111	0.48	2011
112	0.52	1681
113	0.56	1382
114	0.6	1157
115	0.64	1049
116	0.68	1030
117	0.72	1106
118	0.76	1237
119	0.8	1432
120	0.84	1694
121	0.88	2089
122	0	2382
123	0	3405
124	0	3630
125	0	2588
126	0	2376
127	0.12	2249
128	0.16	2024
129	0.2	1717
130	0.24	1382
131	0.28	1195
132	0.32	1063
133	0.36	1111
134	0.4	1066
135	0.44	1236
136	0.48	1361
137	0.52	1515
138	0.56	1776
139	0.6	2159
140	0	2558
141	0	2562
142	0	3968
143	0	2645
144	0.8	2294
145	0.84	2062
146	0.88	1776
147	0.92	1460
148	0.96	1165
149	1	1081
150	0.04	1090
151	0.08	1074
152	0.12	1165
153	0.16	1358
154	0.2	1456
155	0.24	1511
156	0.28	1874
157	0.32	2237
158	0	2498
159	0	3830
160	0	4511
161	0	2555
162	0.52	2147
163	0.56	1715
164	0.6	1500
165	0.64	1194
166	0.68	1066
167	0.72	1121
168	0.76	1096
169	0.8	1120
170	0.84	1254
171	0.88	1427
172	0.92	1437
173	0.96	1539
174	1	1717
175	0.04	2180
176	0	2537
177	0	2879
178	0	3008
179	0	2714
180	0.24	1670
181	0.28	1446
182	0.32	1208
183	0.36	1052
184	0.4	1083
185	0.44	1105
186	0.48	1157
187	0.52	1213
188	0.56	1292
189	0.6	1396
190	0.64	1486
191	0.68	1589
192	0.72	1818
193	0.76	2130
194	0	2461
195	0	2772
196	0	3300
197	0	2579
198	0.96	1410
199	1	1239
200	0.04	1067
201	0.08	1086
202	0.12	1063
203	0.16	1085
204	0.2	1233
205	0.24	1243
206	0.28	1309
207	0.32	1507
208	0.36	1516
209	0.4	1482
210	0.44	1795
211	0.48	2135
212	0.52	2520
213	0	3123
214	0	2968
215	0	2694
216	0.68	1232
217	0.72	1043
218	0.76	1114
219	0.8	1076
220	0.84	1145
221	0.88	1171
222	0.92	1335
223	0.96	1345
224	1	1429
225	0.04	1524
226	0.08	1475
227	0.12	1504
228	0.16	1762
229	0.2	2089
230	0	2482
231	0	3080
232	0	2951
233	0	2671
234	0.4	1077
235	0.44	1095
236	0.48	1080
237	0.52	1162
238	0.56	1258
239	0.6	1285
240	0.64	1386
241	0	1497
242	0.72	1488
243	0.76	1517
244	0.8	1473
245	0.84	1552
246	0.88	1735
247	0.92	2110
248	0	2403
249	0	3792
250	0.28	3909
251	0.08	2781
252	0.12	1070
253	0.16	1111
254	0.2	1093
255	0.24	1170
256	0.28	1275
257	0.32	1338
258	0.36	1474
259	0	1561
